County;Income_Ratio;Single_Parent_Households;Association_Rate;Violent_Crime_Rate;Injury_Death_Rate;Presence_of_violation;Severe_Housing_Problems;Drive_Alone
Decatur_Georgia;6.5975103734;50.472618155;13.794646186;678.61171206;90.175991012;Yes;20.866698069;80.776699029
DeKalb_Georgia;4.8261229902;43.879923813;7.3211485288;644.47770595;50.764940313;Yes;20.914751585;71.991727373
Dodge_Georgia;5.5085158151;39.758465546;10.698827992;377.39698082;75.690798298;No;13.88716677;82.234577707
Dooly_Georgia;4.913664418;45.036412419;9.4456150549;155.11025405;59.976866066;No;20.679320679;82.06969377
Dougherty_Georgia;5.8059923336;64.601689937;12.553184399;940.76351189;64.003226464;No;23.466365816;77.463874963
Douglas_Georgia;3.9711422996;36.563650141;5.1327483406;306.02552474;60.969182073;No;17.406542056;81.75712887
Early_Georgia;5.7353824821;52.143138026;16.442595996;776.9145394;91.878337768;No;18.969849246;88.798037612
Echols_Georgia;5.3956587443;45.349867139;2.523977789;86.270643333;60.0060006;Yes;20.141342756;82.566585956
Effingham_Georgia;3.6478979471;27.285282125;8.0051778171;118.39756843;74.559208062;No;13.266413456;86.702027612
Elbert_Georgia;5.4577164729;36.283606947;14.104372355;358.8115336;98.289758207;No;17.624273725;86.104972376
Emanuel_Georgia;5.3127076719;56.770098731;7.9522862823;371.15828543;88.109608353;No;16.615573268;82.267912773
Evans_Georgia;5.4308461026;;15.932521087;160.33427267;101.92168708;No;19.59798995;76.443474042
Fannin_Georgia;4.6332459711;26.068170907;17.670682731;124.32914068;103.24652977;No;15.930599369;76.548967355
Fayette_Georgia;3.9722778724;18.302407606;14.243865731;73.496386428;49.736037286;No;11.937199948;80.890247247
Floyd_Georgia;4.8044374837;36.816921563;11.391880696;338.34352002;75.638105856;No;17.849462366;82.347325909
Forsyth_Georgia;3.8891577061;14.118700562;5.9726074504;55.320108741;41.748302032;No;11.445541376;77.587918948
Franklin_Georgia;5.3295374169;32.682132682;16.577060932;145.43482548;102.03716301;Yes;15.8861885;84.77188656
Fulton_Georgia;6.0586884962;43.061892092;8.9608887013;763.18918796;62.283262061;Yes;19.502309484;72.086379467
Gilmer_Georgia;4.4028246853;31.980033278;8.7444926513;270.85404738;91.702611826;No;17.1142467;75.233526887
Glascock_Georgia;4.3429028874;30.229226361;13.306719894;90.760573607;65.410779696;No;8.4821428571;85.736314572
Glynn_Georgia;5.3358742999;44.79012084;11.360677854;479.35701285;71.694729119;No;18.322500774;83.237360518
Gordon_Georgia;4.0579759863;33.612134959;10.54407423;273.87728157;66.579075047;No;15.967246673;79.138925877
Grady_Georgia;4.6729628563;47.958689689;10.88358594;193.56877617;79.700961991;No;15.69579288;81.414868106
Greene_Georgia;6.1254190267;49.548708372;13.527024643;252.28255646;72.788019808;Yes;19.910514541;78.441429517
Gwinnett_Georgia;3.9277993528;28.043655651;6.9559657603;221.31215355;41.25149873;No;18.447895188;79.136588422
Habersham_Georgia;4.8303761931;20.850549229;12.430502192;181.4529934;74.13775067;Yes;17.120753448;82.578931838
Hall_Georgia;4.1756688541;30.927691972;8.0351103811;315.91284842;65.494988187;No;18.277141474;81.008509725
Hancock_Georgia;5.1917163246;51.52733119;3.4722222222;334.12887828;74.177097821;No;22.024866785;88.96780303
Haralson_Georgia;5.5871042695;29.704579025;8.6082225742;639.87446604;108.81015746;No;16.348393107;84.311697267
Harris_Georgia;4.4753830294;26.97044335;10.400570546;123.70378289;56.460864812;Yes;10.544511668;86.447324693
Hart_Georgia;4.9394166043;36.791044776;14.088365358;347.00631832;68.909352879;No;15.017579106;85.449010654
Heard_Georgia;4.7859800047;32.066692516;6.964394533;195.76282246;89.783655921;No;12.802768166;86.106271777
Henry_Georgia;3.5667999226;36.515146282;6.4932722485;175.8040961;55.580166135;No;15.594763802;81.014735017
Houston_Georgia;4.5140802618;38.335464676;6.8366179777;361.57675303;53.827536573;No;14.748000744;86.232427086
Irwin_Georgia;6.0113217041;38.845401174;9.5521120781;258.30059732;77.239958805;No;15.644171779;86.471494607
Jackson_Georgia;4.3567677946;23.233569886;8.9762439062;222.39244854;82.284364714;No;15.225653207;85.503853634
Jasper_Georgia;4.4213424941;28.461301264;9.5210194815;411.58971433;79.079167033;Yes;18.992248062;82.729131809
Jeff Davis_Georgia;5.2271724476;34.996295382;9.4104994286;347.83772033;104.4386423;No;14.893617021;87.19851577
Jefferson_Georgia;5.6381000676;53.98789155;13.194269917;508.22692332;104.65724751;No;20.561519405;82.554082345
Jenkins_Georgia;5.2857642838;53.931544866;10.17064075;211.18012422;84.506415816;No;24.463519313;79.803424223
Johnson_Georgia;5.7822580645;40.314401623;16.83324566;373.6521832;84.681000475;No;16.212121212;77.082306555
Jones_Georgia;4.2959972949;30.63541206;8.0354959298;98.922451864;70.657534822;No;11.476997579;85.009566592
Lamar_Georgia;6.0377583187;35.447368421;9.746060967;495.52339659;71.088751572;No;16.718506998;79.722222222
Lanier_Georgia;7.2759159746;44.877126654;6.7314164824;383.38045718;52.006086638;No;20.080862534;89.794816415
Laurens_Georgia;5.6583414342;48.060751673;12.627325532;358.92015678;76.753052297;No;14.342403628;85.841965078
Lee_Georgia;3.7136346492;29.653201715;4.7721307564;174.70099253;66.315264133;No;11.832251623;87.602190055
Liberty_Georgia;3.5643402399;39.611891465;7.8312290235;478.32962261;59.539644536;Yes;16.80104598;82.84643369
Lincoln_Georgia;5.2857915006;49.468791501;20.439448135;417.64552336;98.054394385;No;14.160583942;85.944409349
Long_Georgia;4.1347782403;34.384920635;4.8814883115;95.47611693;59.604808871;No;16.251246261;78.983516484
Lowndes_Georgia;5.9370736461;40.869436092;10.119691524;279.97415623;59.182924409;Yes;19.145690313;85.278372591
Lumpkin_Georgia;4.700071229;33.053748716;6.3603116553;41.419081452;80.47142314;No;15.832205683;85.214847831
McDuffie_Georgia;5.3691223077;53.502735133;12.098650535;154.1086466;80.958097206;No;19.126691267;88.174554395
McIntosh_Georgia;6.0176120003;44.574425171;6.4622675379;138.41362605;62.657533856;No;14.9197356;80.084202819
Macon_Georgia;5.0846167622;56.659142212;9.6654275093;310.55900621;70.384327756;No;19.637139808;74.649827784
Madison_Georgia;4.4298954373;36.307311029;9.7141271163;191.18389727;74.85867801;No;14.369789112;83.036543168
Marion_Georgia;4.3853469135;46.215780998;8.212106992;57.10370032;57.907903271;No;13.911620295;82.595603734
Meriwether_Georgia;5.2427271474;41.717791411;12.33747746;321.27913927;88.894773176;No;19.63499056;80.41949259
Miller_Georgia;4.7911524715;52.496217852;15.187310159;188.21113868;118.61190186;No;17.052631579;85.72645931
Mitchell_Georgia;4.9131035486;50.495441934;13.357673984;262.40298873;75.12749578;Yes;19.348894349;77.837483617
Monroe_Georgia;5.366136465;29.411764706;10.986596352;178.27932879;89.261343936;No;15.657620042;85.166168783
Montgomery_Georgia;4.9171476448;26.759834369;9.9337748344;351.09458901;59.928086296;No;16.878980892;83.673469388
Morgan_Georgia;4.3084134712;29.753478155;13.758943313;176.13903241;84.103358601;Yes;16.588785047;77.864251084
Murray_Georgia;3.9160220436;26.764766413;3.8153376574;447.67980114;86.146174856;No;16.438356164;87.750394561
Muscogee_Georgia;5.258789934;48.183974805;10.93753956;566.92058711;69.991655227;No;18.698460693;79.743079513
Newton_Georgia;4.5653189249;39.262883468;6.9159524855;396.49067627;73.860151784;Yes;16.541570439;82.241475064
Oconee_Georgia;4.2737975012;16.476328904;13.030023345;114.12308386;52.789802122;No;9.638047138;85.205891193
Oglethorpe_Georgia;4.2439934567;29.535327817;8.712552778;357.67815779;58.194613615;No;12.815884477;85.617196144
Paulding_Georgia;3.5243487037;27.292738366;4.4922188352;143.32230346;57.633490297;No;14.141722663;84.275852642
Peach_Georgia;5.4745853398;42.36075626;8.2536109548;514.94270092;72.167249461;No;17.505030181;79.197769584
Pickens_Georgia;4.0997159193;23.93495935;9.730150493;226.126595;76.817017924;No;14.000886132;78.459856295
Pierce_Georgia;5.2859189399;40.423764022;12.518908768;324.81990832;77.478798032;No;15.239477504;84.420143108
Pike_Georgia;4.4879047265;16.243891087;15.606710886;93.262491522;62.444942517;No;18.038237739;84.336859235
Polk_Georgia;4.4440710245;38.533057851;11.72922252;568.9745114;98.699572944;No;16.842463423;86.8387471
Pulaski_Georgia;5.0968335554;41.031267142;14.220958137;632.25058005;73.848750725;No;14.828897338;87.275167785
Putnam_Georgia;4.116518979;36.907366885;12.571588211;422.47274934;84.015570886;Yes;13.29787234;77.06205813
Quitman_Georgia;4.7334438458;46.91689008;4.2826552463;152.07473387;128.45765179;No;16.748768473;73.018080668
Rabun_Georgia;5.1394446465;29.719898145;18.117036053;125.9678014;100.09765625;No;19.587628866;74.665592264
Randolph_Georgia;4.2843609637;76.606363069;13.933398356;253.48542459;72.312612988;No;20.035778175;61.863117871
Richmond_Georgia;5.3487804878;54.050535661;10.662196809;428.73782558;79.614440057;No;20.913210178;80.869692283
Rockdale_Georgia;4.1655340006;46.283979824;8.6173129651;300.47839323;63.177465501;No;18.616033755;77.041351805
Schley_Georgia;5.0405191516;45.200302343;13.730874853;155.0838422;62.18180405;No;14.361702128;87.423312883
Screven_Georgia;5.057378713;50.082644628;9.9686698946;341.75334324;89.381987401;No;18.241965974;84.841875682
Seminole_Georgia;5.3699884626;54.953979426;15.351913085;260.62322946;99.911705934;No;16.212121212;82.103386809
Spalding_Georgia;4.6685144745;49.303675048;10.4928556;584.59422283;79.80028194;No;21.461589258;87.044751495
Stephens_Georgia;5.6141610087;26.862539349;15.921711778;275.95655152;99.696238025;No;14.239130435;85.700039888
Stewart_Georgia;6.116281301;73.076923077;12.26993865;22.914757104;99.475182657;No;16.184971098;85.683139535
Sumter_Georgia;5.3955201443;59.654924515;11.846391787;696.18169849;72.911445144;No;21.525646646;79.79707282
Talbot_Georgia;4.652161824;57.261029412;8.1024145195;89.781260202;60.120874601;Yes;17.636022514;77.547832878
Taliaferro_Georgia;4.4347826087;48.299319728;12.554927809;178.41213202;135.59018983;No;14.893617021;74.003189793
Tattnall_Georgia;4.5563073664;44.839319471;10.361868325;105.20999916;80.693010561;No;17.956852792;76.467361492
Taylor_Georgia;4.9406410158;43.564356436;12.147716229;174.15325486;105.74381158;Yes;19.676945668;85.484972678
Telfair_Georgia;4.1301716158;39.408866995;10.021922956;191.80642306;61.37755791;No;13.137996219;87.984981227
Terrell_Georgia;6.0012350762;70.305272895;12.267201963;377.7987666;60.04937393;No;22.960725076;78.699690402
Thomas_Georgia;4.6764041228;46.639051026;14.586280057;264.48665545;65.357152384;No;19.12568306;79.683947879
Tift_Georgia;5.6395956306;42.673188261;12.246497502;564.85355649;71.365291859;No;16.212389381;83.009912887
Toombs_Georgia;5.2095896147;39.634565188;12.134137373;424.61165177;82.358391364;Yes;16.713483146;78.360150303
Towns_Georgia;4.1316064341;35.50295858;14.924062857;320.25259359;109.0298134;No;18.384074941;79.825685722
Treutlen_Georgia;4.8525273224;39.790940767;12.053638692;122.16641781;50.517056936;No;11.80952381;75.057121097
Troup_Georgia;5.2746625767;46.694763582;13.141918434;332.15234721;73.259862789;No;20.470683709;84.809072937
Turner_Georgia;5.4034413087;53.993933266;13.698630137;1306.9770466;96.315321545;No;23.051409619;82.915211178
Twiggs_Georgia;6.1942273001;52.723857232;9.7907232897;222.03552568;98.709553159;No;14.569536424;84.982121573
Union_Georgia;4.4504843648;30.49705139;13.956734124;165.39786116;90.905850059;No;7.4805505685;82.725650178
Upson_Georgia;5.1985257282;38.816016569;11.771406873;381.16549409;61.522102385;No;17.618110236;83.286531461
Walker_Georgia;4.5601943303;33.482820022;9.5734652999;555.5718863;69.143933645;No;15.177880897;85.38553287
Walton_Georgia;3.9985938599;35.478400571;7.7619089861;302.26098044;68.988528966;No;16.838024608;82.31027221
Ware_Georgia;5.3375266241;47.564877355;16.229223795;500.01412469;94.835664944;No;18.776978417;83.741460045
Warren_Georgia;6.0264871132;60.714285714;11.025358324;277.77777778;109.95858227;Yes;18.117647059;87.915851272
Washington_Georgia;5.8727886662;56.340500219;11.243095273;264.31718062;69.972885507;No;16.182572614;78.792341679
Wayne_Georgia;5.5631029206;34.550989346;15.612543184;591.02051781;89.643499843;Yes;14.108296076;84.73602182
Webster_Georgia;5.6247439574;46.859903382;11.542901116;131.2335958;128.59304085;No;10.377358491;92.812219227
Wheeler_Georgia;4.9831002331;34.075723831;3.7603409376;50.466818067;50.330925837;No;9.2039800995;91.408374116
White_Georgia;4.3103810907;27.294236944;10.732585514;173.3132903;75.128314949;No;16.968625718;83.833876781
Whitfield_Georgia;4.2850958877;29.642545772;8.7963361348;263.3816444;55.582267526;No;17.368040492;84.740181862
Wilcox_Georgia;5.4325427546;39.76744186;7.9899554845;257.63930497;76.87959299;No;14.598540146;85.587113184
Wilkes_Georgia;4.8559109875;55.813953488;13.25854156;308.07147258;100.98154057;No;20.474406991;80.624835915
Wilkinson_Georgia;5.0728069602;43.37921215;13.181019332;179.28031758;80.476770489;No;11.764705882;85.496183206
Worth_Georgia;4.4919368339;46.005339906;10.12145749;419.12152129;69.090595043;No;13.438485804;87.095975232
Hawaii_Hawaii;5.3558131539;37.853938884;6.3492383434;237.33140865;64.472098985;Yes;24.75019216;73.779038195
Honolulu_Hawaii;4.0985097952;26.614840518;6.3469355887;237.65232449;52.228110105;Yes;27.753552972;63.999321348
Kalawao_Hawaii;5.4772727273;35.351326728;0;239.09145248;108.03024847;No;18.181818182;32.8125
Kauai_Hawaii;4.3573170732;31.097794211;8.6076441433;235.30394587;57.036891349;Yes;24.882838652;79.988023611
Maui_Hawaii;4.3241747697;34.050777231;6.7720363271;293.27217125;61.256564947;Yes;31.487889273;73.311556135
Ada_Idaho;4.4514870034;24.66105962;7.8373435909;230.63350167;59.693597357;Yes;14.79479925;80.687477913
Adams_Idaho;4.0957234213;36.796536797;10.256410256;117.34028683;127.6878288;No;12.893081761;69.038208169
Bannock_Idaho;4.5366714354;23.134796238;6.7553954277;254.27756654;93.812650898;No;16.186872841;76.220507288
Bear Lake_Idaho;4.0801406292;18.421052632;6.7283431455;176.07109919;80.550427924;Yes;8.315565032;71.626579698
Benewah_Idaho;3.9645383056;31.863727455;8.7989441267;272.13467502;120.90569356;Yes;15.122615804;77.154126214
Bingham_Idaho;4.0459104768;25.533857825;3.0972766089;163.32115781;87.790115451;Yes;13.367346939;77.495895345
Blaine_Idaho;4.7882923326;40.692292212;13.308246524;173.3102253;71.152673308;Yes;18.095238095;76.084357923
Boise_Idaho;4.2898929651;28.908794788;11.229646266;163.58093539;82.642272947;Yes;12.962962963;68.819599109
Bonner_Idaho;4.4201886497;28.343362397;9.8739890916;165.77173952;79.433406742;Yes;21.80866531;75.647637323
Bonneville_Idaho;4.0180449331;17.891522466;4.8114619716;274.32234233;76.664930857;Yes;13.316069238;78.390732624
Boundary_Idaho;4.7202078658;26.862745098;8.5609108809;93.984962406;84.577026765;Yes;17.116060961;76.724137931
Butte_Idaho;4.5053175629;17.260787992;7.9968012795;138.86133704;85.483369599;No;14.851485149;80.883864337
Camas_Idaho;4.7412173913;34.684684685;27.985074627;0;145.90020426;No;21.83908046;79.695431472
Canyon_Idaho;3.7630663575;26.162781159;5.6684522291;263.36632233;59.254891419;Yes;17.870982448;78.088138262
Caribou_Idaho;3.5845416016;9.5461658842;5.8080441411;58.879811585;87.371854613;Yes;7.1017274472;73.457428473
Cassia_Idaho;3.687203371;23.080953629;7.6582709326;188.14874321;105.49151389;Yes;12.419146184;79.050451189
Clark_Idaho;3.6892361111;23.728813559;0;233.3722287;284.21512899;No;21.818181818;61.91588785
Clearwater_Idaho;3.6818267331;28.434974284;12.945745557;239.13677457;133.55827358;Yes;9.3150684932;74.255240897
Custer_Idaho;5.3685573686;14.242878561;7.32421875;60.153994225;120.51677594;No;9.6317280453;66.96969697
Elmore_Idaho;4.1246878092;26.189069424;6.1495887463;181.0268459;70.239194998;Yes;14.307613694;81.748492679
Franklin_Idaho;3.4360431847;14.747794617;2.2378039684;38.20001528;100.12287808;Yes;13.695395514;77.559834443
Fremont_Idaho;3.4422157829;15.149769585;9.2714208452;81.528068949;66.511987626;No;13.072625698;78.364064339
Gem_Idaho;4.2478062678;30.109164763;10.474860335;183.43195266;82.384925912;No;19.096671949;77.016766846
Gooding_Idaho;3.623876353;28.835091083;7.9025353968;157.72870662;92.425102658;No;19.248826291;81.674241314
Idaho_Idaho;3.5158398087;15.360696517;6.1896509037;135.15173854;131.89034612;Yes;15.186028853;68.975515464
Jefferson_Idaho;3.1642542881;12.290855519;1.4368332196;51.092093499;57.505987174;No;11.975308642;77.152374445
Jerome_Idaho;3.80369007;23.804864412;6.9583369575;277.78992957;81.033746634;No;16.983606557;79.406969635
Kootenai_Idaho;3.9098144266;30.154772141;8.8133704013;255.34153178;68.976037459;No;16.580999646;81.606762154
Latah_Idaho;5.9652539631;22.019890741;10.205122972;105.2834307;65.016821813;Yes;18.965517241;66.550655283
Lemhi_Idaho;4.005341998;26.230712711;10.358668911;174.76859344;126.38312141;Yes;18.682795699;71.96969697
Lewis_Idaho;4.0001052133;31.235431235;10.381520893;128.88258796;83.034926566;No;15.692307692;72.455902307
Lincoln_Idaho;3.373775023;18.593272171;3.7943464238;177.09012956;101.82147302;Yes;15.692307692;70.248287671
Madison_Idaho;5.9110578781;9.1986401166;1.5365703749;53.712728607;27.090388122;Yes;32.848131975;68.839752448
Minidoka_Idaho;3.9273685201;34.214162349;6.7908420644;167.65885069;82.014430634;No;10.979020979;85.950684932
Nez Perce_Idaho;3.9143712827;39.606642327;12.881171196;144.80914897;101.63209183;Yes;12.11556384;82.143245299
Oneida_Idaho;3.335349026;13.773431133;4.605111674;69.718800837;116.22501162;No;16.772151899;76.973684211
Owyhee_Idaho;4.3071261482;32.539416303;3.512160857;183.39009693;80.48712206;Yes;16.921119593;72.772925764
Payette_Idaho;4.2841550445;20.800524934;6.5143750543;220.24990732;75.054763796;No;14.794352363;77.541714167
Power_Idaho;2.6709938727;20.664365833;5.2260256075;110.42546281;86.301584811;Yes;14.619883041;79.822161423
Shoshone_Idaho;4.3161478599;32.850241546;12.849341471;396.41639578;143.98617733;No;13.747810858;74.794745484
Teton_Idaho;3.9078663793;20.968834688;5.4744525547;85.336367515;50.447487902;Yes;13.59223301;70.186560406
Twin Falls_Idaho;3.9711318981;23.944032633;10.058193836;242.34786613;97.357508425;Yes;14.664828537;82.510752124
Valley_Idaho;3.639346102;26.540540541;18.102134146;327.20865844;74.924090067;Yes;20.376175549;78.700189753
Washington_Idaho;4.3978932666;34.110535406;7.8647267007;100.21044193;85.585764898;No;24.278215223;69.617816882
Adams_Illinois;4.3336926466;31.050505051;15.170176335;346.26928864;81.151573772;No;11.121443184;82.635294118
Alexander_Illinois;4.4715648438;59.263803681;16.980549552;1316.354271;86.470283046;No;16.446124764;87.65258216
Bond_Illinois;4.3502544811;26.451027811;15.454113172;39.246467818;80.738582511;No;14.308943089;77.045177045
Boone_Illinois;3.9873509842;28.985403034;7.2893108798;170.90824189;51.783166373;No;13.32046332;84.195437109
Brown_Illinois;4.1420098144;20.402298851;19.225081337;134.39470692;55.883996588;No;8.4112149533;84.333333333
Bureau_Illinois;3.9981331926;33.374553449;18.285919842;131.69377231;89.24056281;Yes;11.122994652;82.040892657
Calhoun_Illinois;4.5050811113;19.222462203;10.216591745;49.862877088;56.815875979;No;10.169491525;82.077678989
Carroll_Illinois;4.1101388189;23.819742489;19.946351193;46.851208371;81.857622309;Yes;11.64021164;81.529906823
Cass_Illinois;3.9979499258;31.302385558;13.411170716;518.05458904;66.658398958;No;10.480769231;77.814460218
Champaign_Illinois;6.3544572468;35.041472265;11.27536357;487.2054149;53.142891801;Yes;20.25403579;69.446689401
Christian_Illinois;4.1806126692;37.224157956;17.412711279;184.74630041;86.77924193;No;10.096325366;83.171806167
Clark_Illinois;3.8985452085;31.308929562;22.587526666;189.13274755;81.203308098;No;7.9006772009;80.233808116
Clay_Illinois;4.4723988807;41.536863967;23.308270677;59.755004482;67.081078664;No;9.9547511312;85.4103826
Clinton_Illinois;3.9352420367;25.795185231;12.987357205;146.249638;56.116425701;No;9.0876307248;83.495780016
Coles_Illinois;5.5226321795;36.199336969;13.182278433;277.51205236;56.090350944;No;14.787562307;77.006819489
Cook_Illinois;5.5633234741;37.194636447;7.1413485426;619.81359093;56.533757631;No;22.902169885;61.667181036
Crawford_Illinois;4.2844225604;25.766703176;18.12720116;288.53089685;81.796626666;No;11.745406824;84.276174877
Cumberland_Illinois;4.2659418682;24.122630093;12.893718917;115.15961122;51.436549342;Yes;10.788863109;85.934065934
DeKalb_Illinois;4.7617848772;33.864100062;9.2798101944;275.76126675;49.253936497;No;20.579554602;79.279083117
De Witt_Illinois;3.9366448426;25.751559841;18.488845063;188.23201339;81.361949728;No;8.7719298246;84.816883923
Douglas_Illinois;4.228894615;25.131313131;17.829852267;223.22120601;66.682158481;No;11.745406824;76.773049645
DuPage_Illinois;4.2343291544;19.438592258;9.1352402923;88.585961321;38.2562205;No;16.025555703;77.400057352
Edgar_Illinois;4.40576212;35.454051115;17.647728567;293.76663913;79.22226372;Yes;11.795204148;83.147650147
Edwards_Illinois;4.0772248424;32.127955494;24.528591139;105.49265068;82.236842105;No;9.1561938959;84.941709845
Effingham_Illinois;4.0919503785;29.391304348;15.413249578;180.76428934;75.794678048;No;8.8147036759;85.983066792
Fayette_Illinois;4.5300031091;33.318455702;17.439992657;135.33761902;84.895842842;No;11.533505155;84.176051482
Ford_Illinois;4.4644301689;35.962349886;22.099447514;252.25903614;71.94138979;No;9.0666666667;79.339250493
Franklin_Illinois;4.9118495298;40.014214641;16.344876903;160.30824181;110.54789984;No;11.473392802;82.905926561
Fulton_Illinois;4.2918994413;36.849507736;16.884286357;115.29038766;77.225262734;No;10.365217391;84.750337382
Gallatin_Illinois;4.7151435025;36.944937833;21.10514198;179.67434026;91.38331493;No;7.6763485477;87.677261614
Greene_Illinois;4.3649703894;35.721849629;16.039104865;202.94648226;115.66598068;Yes;11.63003663;81.6180325
Grundy_Illinois;3.9709949092;23.662872291;10.508158693;101.41679259;55.904241189;No;15.819361817;87.559550934
Hamilton_Illinois;5.3606892362;18.206670312;38.45676715;55.391432792;75.390938496;No;9.928057554;79.331140351
Hancock_Illinois;3.74482218;27.984395319;17.830127512;75.6859035;71.542388865;Yes;8.0788804071;83.272283272
Hardin_Illinois;4.6604205044;20.661157025;17.395626243;206.58646251;87.740677553;No;11.044776119;87.205651491
Henderson_Illinois;3.3596429133;44.503816794;16.013975833;0;72.327498915;No;7.7544426494;85.386029412
Henry_Illinois;4.4164615451;24.566603791;14.407467532;129.81344912;61.795211477;Yes;8.1308874566;84.836209933
Iroquois_Illinois;4.3302865262;32.34392644;17.293710736;136.36621906;101.58116335;No;15.04649197;81.899724011
Jackson_Illinois;7.0616751269;40.635163574;16.476983183;418.52060212;69.255118967;No;21.376656691;78.476781183
Jasper_Illinois;4.3602920788;17.949907236;20.973154362;198.65026668;85.53070761;No;9.3915343915;78.617758891
Jefferson_Illinois;5.088703522;35.600907029;20.020800832;602.70827354;86.381849404;No;12.63502455;82.725750354
Jersey_Illinois;4.5863438045;24.409617862;10.442678774;132.04717889;92.335275661;No;10.645526614;84.108140463
Jo Daviess_Illinois;3.8969997269;21.660395108;14.239779513;131.11284906;87.184749934;No;11.582809224;78.831036715
Johnson_Illinois;5.1190100626;;18.601767168;262.14009454;65.787412675;No;10.442678774;83.373786408
Kane_Illinois;4.2396300871;26.414609421;7.1278786568;165.71738515;39.951997184;No;17.996289425;80.502451934
Kankakee_Illinois;4.3906866953;37.290873428;11.090102538;317.84175691;71.481821776;No;16.719667319;82.898568557
Kendall_Illinois;3.1807036014;19.050411954;5.3731103894;104.20369984;38.538715962;Yes;14.461897962;83.42647909
Knox_Illinois;4.6341288651;41.014376997;13.938513487;354.78735501;72.327386415;No;11.737089202;82.957940158
Lake_Illinois;4.760973539;24.175136292;7.5955092618;154.19857244;42.572758777;No;17.281633495;77.004717651
LaSalle_Illinois;4.4494304453;33.155681392;13.105330706;124.61986292;82.453291471;Yes;13.709312839;84.456906255
Lawrence_Illinois;4.0551452035;35.762657207;20.760823106;107.31148948;73.070037631;No;11.365902293;80.873348373
Lee_Illinois;4.1515322809;31.726260258;14.306151645;141.62216387;73.48091232;No;10.136884943;83.760853715
Livingston_Illinois;4.4356409696;33.465169686;17.247987735;183.64480933;80.730231857;No;10.819218804;81.46835443
Logan_Illinois;3.5564794087;25.013545241;17.611000102;233.22987495;69.605882035;Yes;9.7572362278;80.591228495
McDonough_Illinois;6.1755284233;29.567723343;16.131113692;257.36571194;59.684055468;Yes;15.993404782;76.932232389
McHenry_Illinois;3.7852785252;20.159635424;6.7425831585;95.731314112;54.935731695;No;14.494474381;82.757515181
McLean_Illinois;5.0928748105;24.686993275;11.715714137;287.30394327;52.27433757;Yes;13.29864565;80.61933736
Macon_Illinois;4.7930198495;40.541902962;16.048803379;389.60553025;68.679017723;No;12.868752087;82.963903885
Macoupin_Illinois;4.3880518107;31.626475115;17.861810578;170.07381203;90.581280447;Yes;11.011591149;82.506451142
Madison_Illinois;4.5320234114;33.232810615;13.621363717;248.72637528;88.492849582;Yes;12.501167025;85.481783472
Marion_Illinois;4.4615858353;41.779859485;22.548505506;347.06626924;97.090419368;No;13.430471967;84.968075403
Marshall_Illinois;4.0285993358;18.684099536;22.614959377;161.11707841;78.571667391;No;10.11011011;82.786583118
Mason_Illinois;3.8057386236;35.900140647;18.5089213;363.5996364;102.79575497;No;11.365494685;81.960203914
Massac_Illinois;5.0408115535;33.188988556;21.831082003;318.13720513;97.632413961;No;14.369256475;86.461370262
Menard_Illinois;4.3196011546;36.607799853;15.979546181;83.766863592;64.121060562;No;10.689990282;82.520868114
Mercer_Illinois;3.6917670683;25.785609398;20.979020979;95.712098009;66.810371995;No;8.1756245269;90.062026189
Monroe_Illinois;4.0792841163;16.346403532;14.676529294;31.124483111;60.262674363;Yes;10.157480315;84.611392989
Montgomery_Illinois;4.615496126;35.695719979;15.888366952;132.05324958;82.387592429;No;8.875739645;87.993576422
Morgan_Illinois;4.6228683656;36.106846792;16.337485778;169.02598775;77.501894169;No;10.452079566;82.148856441
Moultrie_Illinois;3.9594448233;22.757111597;17.535576988;202.7027027;78.210331855;No;9.4827586207;79.009126467
Ogle_Illinois;4.1289913545;28.452167987;14.627581768;71.13422292;67.707426537;No;12.252773758;81.193490054
Peoria_Illinois;4.7912903226;42.19333394;13.513075252;523.7788085;73.011851791;Yes;14.382347147;82.539740191
Perry_Illinois;4.9412626007;35.578330893;27.625602847;131.49401105;71.465696466;Yes;13.146417445;84.777196913
Piatt_Illinois;3.4261924405;22.17121253;17.512077295;167.18414139;79.02159113;No;7.3739653875;84.765217391
Pike_Illinois;4.1804499692;28.798185941;14.420062696;94.029149036;81.319121253;No;9.4382022472;82.067757009
Pope_Illinois;4.0344844549;14.327062229;16.839066635;152.07473387;79.827197596;No;10.65830721;82.872928177
Pulaski_Illinois;4.6205263158;47.153780799;24.915465385;351.09458901;56.083283676;No;13.490364026;85.318275154
Putnam_Illinois;3.8358832696;32.998171846;12.475494564;11.564704522;90.918627828;No;10.386965377;88.121546961
Randolph_Illinois;3.7660068883;34.209261336;19.31271267;97.469107249;102.04393389;Yes;10.466582598;83.347428308
Richland_Illinois;4.6233326597;34.036405663;23.854362837;333.60354181;87.387488608;No;10.299769408;82.616105667
Rock Island_Illinois;4.417658953;41.697927557;14.020886286;346.51461194;65.702301364;Yes;14.240768339;83.093012906
St. Clair_Illinois;5.4016385152;44.476327116;11.721767856;615.22031852;78.897164392;Yes;14.799784873;82.512078111
Saline_Illinois;5.8479058498;38.422150578;23.450034969;345.6446599;97.952786757;No;13.108990457;86.324695928
